num,Hotel ID,Hotel Name,Hotel Rank,Hotel Address,Total Score,Vị trí,Độ sạch sẽ,Dịch vụ,Tiện nghi,Đáng giá tiền,Sự thoải mái và chất lượng phòng
122,5_2,TOP Panorama Nha Trang,5 sao trên 5,"02 Nguyễn Thị Minh Khai, Lộc Thọ, Nha Trang, Việt Nam, 650000","7,5","10,0","6,7","7,3","6,7","6,7",
123,5_3,Ana Mandara Cam Ranh,5 sao trên 5,"Lô D6A – Khu 2 – Khu Du Lịch Bắc Bán Đảo Cam Ranh – Xã Cam Hải Đông, Huyện Cam Lâm, Tỉnh Khánh Hòa , Cam Hải Đông, Nha Trang, Việt Nam, 650000","8,8","8,5","9,1","9,2","8,7","8,8","9,0"
124,5_4,Lotus Village Nha Trang,4 sao trên 5,"20 Tran Phu, Loc Tho (Ly Tu Trong Entrance, NhaTrangCenter Building), Lộc Thọ, Nha Trang, Việt Nam, 650000","8,7","9,6","8,5","8,9","8,4","8,9",
125,5_5,"Nhà riêng 48 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (The @Empyrean Đẹp View Biển)",3 sao trên 5,"Cam Hải Đông, Nha Trang, Việt Nam",No information,,,,,,
126,5_6,Khách sạn và Spa Florida Nha Trang (Florida Nha Trang Hotel And Spa),5 sao trên 5,"66 Quang Trung, Lộc Thọ, Nha Trang, Việt Nam, 650000","8,5","8,5","8,8","8,6","8,4","8,7",
127,5_7,Khách Sạn Hướng Biển Aqua (Aqua Seaview Hotel),No information,"Hẽm 9C,Số 11D,đường trần phú,phường vĩnh nguyên, Vĩnh Trường, Nha Trang, Việt Nam, 57129","8,8","8,7","9,1","9,3","8,9","9,0",
128,5_8,Muong Thanh Vien Trieu Hotel & Apartment Nha Trang,5 sao trên 5,"03 Phạm Văn Đồng, Tòa OC1A Muong Thanh Vien Trieu by Review Nha Trang, Vĩnh Phước, Nha Trang, Việt Nam, 650000","7,6","9,0","7,4","7,8","7,2","7,3",
129,5_9,Panorama Nha Trang By Risco,5 sao trên 5,"2 Nguyễn Thị Minh Khai, In Panorama Nha Trang , Lộc Thọ, Nha Trang, Việt Nam, 650000","8,7","9,5","8,7","8,7","8,6","8,7",
130,5_10,Green World Hotel Nha Trang,4.5 sao trên 5,"44 Nguyễn Thị Minh Khai, Lộc Thọ, Nha Trang, Việt Nam, 650000","8,5","8,9","8,6","8,7","8,4","8,4","8,1"
131,5_11,Ocean Waves Resort Cam Ranh,5 sao trên 5,"Km11, Nguyen Tat Thanh Boulevard, Nha Trang, Khanh Hoa, Cam Hải Đông, Nha Trang, Việt Nam, 65000","8,7","9,2","9,1","9,3","8,5","8,9",
132,5_12,Odessa Hotel,1 sao trên 5,"12/8 Lý Tự Trọng, Lộc Thọ, Nha Trang, Việt Nam","7,6","8,6","7,2","8,1","7,0","7,4",
133,5_13,Virgo Hotel,5 sao trên 5,"39-41 Nguyễn Thị Minh Khai, Tân Lập, Nha Trang, Việt Nam, 650000","9,0","9,6","8,9","9,2","8,9","9,2",
134,5_14,Realus Sea-view Apartment in Cam Ranh Nha Trang,5 sao trên 5,"Nguyễn Tất Thành, Arena Cam Ranh , Cam Hải Đông, Nha Trang, Việt Nam, 57000",10,"10,0","10,0","10,0","10,0","10,0",
135,5_15,The Anchor Apartment,3 sao trên 5,"17 Cao Văn Bé, Vĩnh Phước, Nha Trang, Việt Nam, 650000","8,7","8,9","9,0","8,7","8,6","9,0",
136,5_16,Khách sạn MCR Luxury Nha Trang (The MCR Luxury Nha Trang Hotel),4 sao trên 5,"03 - 05 Phạm Văn Đồng, Vĩnh Phước, Nha Trang, Việt Nam","7,6","8,6","8,3","8,5","7,9","7,8",
137,5_17,Khách Sạn Cliff Nha Trang (Cliff Hotel Nha Trang),3 sao trên 5,"12 Tran Phu, Vinh Nguyen, Nha Trang, Khanh Hoa, Vĩnh Trường, Nha Trang, Việt Nam, 650000","8,1","8,5","8,2","8,4","7,9","8,5",
138,5_18,Khách san Luxury Nha Trang (Luxury Nha Trang Hotel),3.5 sao trên 5,"24 Trần Phú , Lộc Thọ, Nha Trang, Việt Nam, 850000","7,0","8,7","6,6","6,9","6,0","6,9","6,7"
139,5_19,Uy Duong Hotel & Apartment - Nha Trang,No information,"5 Bửu Đóa Uy Dương, Phước Long, Nha Trang, Việt Nam, 58000","8,7","8,5","8,4","8,5","8,5","8,6",
140,5_20,"Nhà riêng 82 m² 3 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Family 3 Bedroom, Partial Sea View)",4.5 sao trên 5,"Vĩnh Phước, Nha Trang, Việt Nam","6,4","8,6","5,7","7,1","6,9","6,0",
141,5_21,"Chung cư 72 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Beauty and The Beach Condominium Comfortzone)",5 sao trên 5,"Vĩnh Phước, Nha Trang, Việt Nam","8,9","9,2","8,4","9,6","8,0","9,2",
142,5_22,BN Hotel Nha Trang,3 sao trên 5,"75 Võ Trứ, Tân Lập, Nha Trang, Việt Nam, 650000","7,5","8,7","6,8","7,8","6,8","7,7",
143,5_23,KHÁCH SẠN SEAESTA NHA TRANG (SEAESTA NHA TRANG HOTEL),4 sao trên 5,"116A Hồng Bàng, Tân Lập, Nha Trang, Việt Nam, 650000","9,3","9,6","9,2","9,6","9,2","9,5",
144,5_24,Khu Nghỉ Dưỡng Swandor Cam Ranh-Trọn Gói (Swandor Cam Ranh Resort-Ultra All Inclusive),5 sao trên 5,"Lô D13, Km số 11, Đại lộ Nguyễn Tất Thành, Cam Hải Đông, Nha Trang, Việt Nam, 65000","8,6","8,3","8,6","8,8","8,9","8,9",
145,5_25,Arena Cam Ranh Resort by Realus,5 sao trên 5,", Khu 4, The Empyrean Cam Ranh Beach Resort, Cam Hải Đông, Nha Trang, Việt Nam","6,6","6,0","9,0","5,0","6,0","7,0",
146,5_26,THE ARENA RESORT CAM RANH,5 sao trên 5,"Bãi Dài Lô D14D , đường Nguyễn Tất Thành, Phường Cam Nghĩa, Thành phố Cam Ranh, Tỉnh Khánh Hòa , Cam Hải Đông, Nha Trang, Việt Nam, 800100",No information,,,,,,
147,5_27,KHÁCH SẠN APOLLO VACATION (HOTEL APOLLO VACATION),3 sao trên 5,"DUONG DINH TIEN HOANG, TDP TAN HAI, TH TRAN CAM DUC, CAM LAM, KHANH HOA, VIET NAM, Cam Đức, Nha Trang, Việt Nam, 57000","7,7","8,1","7,9","8,5","7,1","7,6",
148,5_28,"Căn hộ 100 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Phước (Budget Apartment 3 Bedroom)",5 sao trên 5,"Vĩnh Phước, Nha Trang, Việt Nam",10,"10,0","10,0",,,"10,0",
149,5_29,"Nhà mặt đất 80 m² 3 phòng ngủ, 3 phòng tắm riêng ở Tân Lập (S house homestay 2)",5 sao trên 5,"Tân Lập, Nha Trang, Việt Nam",10,"10,0","10,0",,,"10,0",
150,5_30,Holi Anna Boutique Hotel,3 sao trên 5,"24 Nguyễn Thiện Thuật, Tân Lập, Nha Trang, Việt Nam, 650000","8,4","9,3","8,5","8,6","7,9","8,7",
151,6_1,"Chung cư 60 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Beach and The City Condominium Comfortzone(16th))",5 sao trên 5,"Vĩnh Phước, Nha Trang, Việt Nam","7,5","10,0","10,0",,,"10,0",
152,6_2,"Nhà riêng 120 m² 1 phòng ngủ, 3 phòng tắm riêng ở Lộc Thọ (Ben's Home)",3.5 sao trên 5,"Tân Lập, Nha Trang, Việt Nam","2,0","2,0","2,0",,,"2,0",
153,6_3,Angella Hotel Nha Trang,4 sao trên 5,"11 Trần Hưng Đạo, Lộc Thọ, Nha Trang, Việt Nam","7,7","8,4","7,8","7,8","7,1","7,8","7,0"
154,6_4,Khách sạn Starlet (Starlet Hotel Nha Trang),3.5 sao trên 5,"51 Tuệ Tĩnh, Lộc Thọ, Nha Trang, Việt Nam","8,0","8,4","8,1","8,1","7,2","7,8","8,0"
155,6_5,The Empyrean Cam Ranh Beach Resort,5 sao trên 5,"Bai Dai, Cam Hải Đông, Nha Trang, Việt Nam, 650000","8,0","8,5","8,4","8,0","7,6","8,1",
156,6_6,Hien Luong Hotel Nha Trang,1.5 sao trên 5,"17/15B Nguyen Thi Minh Khai, Lộc Thọ, Nha Trang, Việt Nam","7,8","8,5","7,5","7,8","7,1","8,2","6,7"
157,6_7,Hải Phát Hotel,2 sao trên 5,"Đường Q3 (đường đổi tên thành 37 Hoàng Việt) , Cam Ranh, Nha Trang, Việt Nam, 65000","8,0","8,4","8,7","8,5","6,9","8,9",
158,6_8,Khu nghỉ dưỡng Arena Cam Ranh gần Sân bay (Arena Cam Ranh Resort near Airport),No information,"The Arena Cam Ranh, Cam Hải Đông, Nha Trang, Việt Nam","6,4","8,1","6,7","5,9","6,1","6,1",
159,6_9,Angella Hotel Nha Trang,4 sao trên 5,"11 Trần Hưng Đạo, Lộc Thọ, Nha Trang, Việt Nam","7,7","8,4","7,8","7,8","7,1","7,8","7,0"
160,6_10,Khách sạn Starlet (Starlet Hotel Nha Trang),3.5 sao trên 5,"51 Tuệ Tĩnh, Lộc Thọ, Nha Trang, Việt Nam","8,0","8,4","8,1","8,1","7,2","7,8","8,0"
161,6_11,Mia Resort Nha Trang,5 sao trên 5,"Bãi Dông, Cam Hải Đông, Cam Lâm , Cam Hải Đông, Nha Trang, Việt Nam, 650000","9,1","8,5","9,5","9,5","9,2","9,2","9,4"
162,6_12,"Panorama Nha Trang (Panorama Nha Trang - 2 Nguyen Thi Minh Khai, Nha Trang)",3.5 sao trên 5,"2 Nguyễn Thị Minh Khai, Phường Lộc Thọ, Th&#224;nh phố Nha Trang, Vĩnh Phước, Nha Trang, Việt Nam, 650000","8,1","9,2","7,9","8,5","8,0","7,9",
163,6_13,Sep'on Heartfulness Centre,4 sao trên 5,"150 Dã Tượng, Street, 3, Vĩnh Nguyên, Nha Trang, Việt Nam, 65000","9,2","9,0","9,5","9,5","8,5","9,5",
164,6_14,CAM RANH NHA TRANG SEAVIEW RESORT,5 sao trên 5,"Lot D14D, Nguyen Tat Thanh Road, Bai Dai, Cam Ranh city, Khanh Hoa Province, Cam Hải Đông, Nha Trang, Việt Nam, 65000","8,1","9,0","8,4","8,1","8,2","8,2",
165,6_15,Căn hộ dịch vụ hướng biển ở Cam Ranh - Nha Trang (JOY Sea-View Serviced Apartment in Cam Ranh - Nha Trang),5 sao trên 5,"The Empyrean Cam Ranh Beach Resort, Nguyen Tat Thanh street, Cam Nghia ward, Cam Ranh city, Khanh Hoa province, Cam Ranh, Nha Trang, Việt Nam, 650000","8,6","9,0","9,1","8,5","8,4","8,9",
166,6_16,RESORT THE ARENA CAM RANH - Deluxe SEAVIEW,5 sao trên 5,"Đai Lo Nguyen Tat Thanh, Cam Hai Đong, Cam Ranh, Khanh Hoa, Cam Hải Đông, Nha Trang, Việt Nam, 57800",No information,,,,,,
167,6_17,Boma Resort Nha Trang,5 sao trên 5,"Pham Van Dong St., Vinh Hoa Ward, Vĩnh Hòa, Nha Trang, Việt Nam, 650000","9,1","8,6","9,6","9,5","9,1","9,3",
168,6_18,Homie Panorama Nha Trang,No information,"02 Nguyen Thi Minh Khai, Lộc Thọ, Nha Trang, Việt Nam, 650000","8,5","9,5","8,6","8,2","8,2","8,4",
169,6_19,"Căn hộ 38 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (BLISS Seafront Apartment near Cam Ranh Airport)",No information,", Khu 4 The Empyrean Cam Ranh Beach Resort, Cam Hải Đông, Nha Trang, Việt Nam, 650000",10,"10,0","10,0","10,0","10,0","10,0",
170,6_20,Arena Cam Ranh Seaview near Airport,5 sao trên 5,"The Arena Cam Ranh, Lot TT13, Lot D14d, Lot TT9b - Area 4 - North Cam Ranh Peninsula tourist area, Cam Nghia Ward, City. Cam Ranh, Cam Ranh, Khanh Hoa, Cam Hải Đông, Nha Trang, Việt Nam, 58710",No information,,,,,,
171,6_21,La Paloma Villa,3 sao trên 5,"1 Hòn Chồng, Phường Vĩnh Phước số mới 80 Hòn Chồng, Phường Vĩnh Phước, Vĩnh Phước, Nha Trang, Việt Nam, 650000","8,0","7,5","8,5","8,4","7,7","7,9","8,3"
172,6_22,"Nhà riêng 60 m² 6 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hiệp (HO KINH DOANH NGUYEN THI BICH VY )",3.5 sao trên 5,"Vĩnh Ngọc, Nha Trang, Việt Nam","2,0","2,0","2,0",,,"2,0",
173,6_23,Potique Hotel,5 sao trên 5,"22 Hung Vuong Steet, Loc Tho Ward, Nha Trang City, Lộc Thọ, Nha Trang, Việt Nam, 650000","9,3","9,6","9,6","9,7","9,3","9,5",
174,6_24,"Chung cư 70 m² 2 phòng ngủ, 2 phòng tắm riêng ở Xương Huân (Muong Thanh Apartment)",3.5 sao trên 5,"Xương Huân, Nha Trang, Việt Nam",No information,,,,,,
175,6_25,Six Senses Ninh Vân Bay (Six Senses Ninh Van Bay),5 sao trên 5,"Vinh Ninh Vân , Vịnh Ninh Vân, Nha Trang, Việt Nam, 57000","9,0","9,2","9,4","9,4","9,2","8,6","9,1"
176,6_26,Selena Panorama Nha Trang,4 sao trên 5,"02 Nguyễn Thị Minh Khai, Lộc Thọ, Lộc Thọ, Nha Trang, Việt Nam, 650000","9,6","10,0","10,0",,,"10,0",
177,6_27,Vinpearl Beachfront Nha Trang,5 sao trên 5,"78-80 phố Trần Phú, Lộc Thọ, Nha Trang, Việt Nam, 650000","9,0","9,4","9,2","9,2","9,0","9,0",
178,6_28,Khách Sạn Crown Nguyên Hoàng (Crown Nguyen Hoang Hotel),3.5 sao trên 5,"1A An Vien Urban Area, Vinh Nguyen Ward, Nha Trang city, Khanh Hoa Province, Vĩnh Trường, Nha Trang, Việt Nam, 65000","8,7","8,6","9,0","9,1","8,3","9,0",
179,6_29,Khách sạn LeMore Nha Trang (LeMore Hotel Nha Trang),4 sao trên 5,"33A Tô Hiến Thành, Phường Tân Lập, Tân Lập, Nha Trang, Việt Nam, 650000","8,9","9,7","8,7","9,2","8,6","9,2",
180,6_30,Premiere Beachfront Arena Cam Ranh - VT Group,5 sao trên 5,"The Arena Cam Ranh , Cam Nghĩa, Cam Hải Đông, Nha Trang, Việt Nam, 650000",No information,,,,,,
181,7_1,Like Family Hotel,1.5 sao trên 5,"124/6 Hoàng Hoa Thám, Lộc Thọ, Nha Trang, Việt Nam, 650000","8,6","8,9","8,6","8,8","7,8","8,9",
182,7_2,FELIZ VILLA NHA TRANG,No information,"439 Đ. 2/4, Nha Trang, Vĩnh Hải, Nha Trang, Việt Nam, 650000","8,3","8,3","8,7","8,7","7,7","8,3",
183,7_3,"Nhà riêng 100 m² 4 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Cozy Tropical 4 Bedroom Apartment)",4.5 sao trên 5,"Vĩnh Phước, Nha Trang, Việt Nam","2,0","2,0","2,0","2,0","2,0","2,0",
184,7_4,Pandora Panorama Nha Trang,4 sao trên 5,"2 Nguyen Thi Minh Khai , Lộc Thọ, Nha Trang, Việt Nam, 650000",10,"10,0","10,0","10,0","10,0","10,0",
185,7_5,The View Hotel,2 sao trên 5,"D16-17-16 KDT Hung Thinh, Cam Hai Dong, Cam Hải Đông, Nha Trang, Việt Nam, 650000","8,8","8,4","9,6","9,3","8,8","9,2",
186,7_6,Saphia hotel Nha Trang,3 sao trên 5,"92 Trần Phú, Lộc Thọ, Nha Trang, Việt Nam, 650000","8,3","9,1","8,2","8,5","7,9","8,3",
187,7_7,Khu nghỉ dưỡng Alibu Nha Trang (Alibu Resort Nha Trang),5 sao trên 5,"Đường Phạm Văn Đồng, Tổ 14 Đường Đệ, Phường Vĩnh Hòa, Thành phố Nha Trang, Vĩnh Hòa, Nha Trang, Việt Nam, 650000","8,9","8,5","9,2","9,3","9,0","9,2",
188,7_8,"Căn hộ studio 25 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Salt house, deluxe balcony room fully furnished)",5 sao trên 5,"Vĩnh Hòa, Nha Trang, Việt Nam",No information,,,,,,
189,7_9,Panorama Center Ocean View,4 sao trên 5,"2 Nguyễn Thị Minh Khai, B1504 Panorama Nha Trang, Lộc Thọ, Nha Trang, Việt Nam, 650000","8,4","9,2","8,1","8,1","8,3","8,4",
190,7_10,"Căn hộ 80 m² 2 phòng ngủ, 2 phòng tắm riêng ở Lộc Thọ (Two adjacent family Panorama by HLG)",5 sao trên 5,"Lộc Thọ, Nha Trang, Việt Nam",10,"10,0","10,0",,,"10,0",
191,7_11,Phan Gia Xanh Garden,5 sao trên 5,"số 01 Xóm Bắc, Thôn 2, Xã Diên Đồng, Huyện Diên Khánh, Huyện Diên Khánh, Nha Trang, Việt Nam, 57000","7,3","5,5","7,0","8,0","5,5","8,0",
192,7_12,Arenas Cam Ranh Resort,4 sao trên 5,"Đường N2, Trung Tâm Du Lịch Bắc Bán Đảo Cam Ranh, Cam Hải Đông, Nha Trang, Việt Nam","7,5","8,7","7,3","6,8","6,8","7,3",
193,7_13,Khách sạn Bình An (Binh An Hotel Nha Trang),1.5 sao trên 5,"102 Hoàng Hoa Thám, Lộc Thọ, Nha Trang, Việt Nam, 84 0258 3523181","9,1","8,9","9,4","9,4","8,6","9,4","9,2"
194,7_14,Arena Seaview Cam Ranh Beach Resort Nha Trang Best Location Near The Airport,No information,"L&#244; D14D Đại Lộ Nguyễn Tất Th&#224;nh, B&#227;i D&#224;i, KDL Bắc B&#225;n Đảo Cam Ranh, TP.Cam Ranh, Tỉnh Kh&#225;nh H&#242;a, Cam Hải Đông, Nha Trang, Việt Nam, 57800","7,5","8,5","8,2","7,7","7,6","7,6",
195,7_15,"Nhà mặt đất 25 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Phước (NEVA HOTEL NHA TRANG ( SINGLE ROOM))",4.5 sao trên 5,"Vĩnh Phước, Nha Trang, Việt Nam",No information,,,,,,
196,7_16,Panorama Nha Trang Condotel,3 sao trên 5,"44 Nguyễn Thị Minh Khai, Lộc Thọ, Nha Trang, Việt Nam, 650000","7,8","9,0","7,6","7,7","7,6","8,2",
197,7_17,"Căn hộ 42 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Studio Balcony Sea View)",4 sao trên 5,"Lộc Thọ, Nha Trang, Việt Nam","2,0","2,0","2,0",,,"2,0",
198,7_18,"Chung cư 35 m² 2 phòng ngủ, 1 phòng tắm riêng ở Phước Long (Hung Thanh Luxury Apartment)",3.5 sao trên 5,"Phước Long, Nha Trang, Việt Nam",No information,,,,,,
199,7_19,"Căn hộ 1000 m² 14 phòng ngủ, 14 phòng tắm riêng ở Suối Hải (Motel An Bình _ homestay)",5 sao trên 5,"Cam Đức, Nha Trang, Việt Nam",10,"10,0","10,0","10,0","10,0","10,0",
200,7_20,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hải (Luxury apartment with sea view)",5 sao trên 5,"Vĩnh Hải, Nha Trang, Việt Nam","7,0","6,0","6,5",,,"7,6",
201,7_21,"Chung cư 50 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Family Sea View + Free Pool at Panorama Nha Trang )",5 sao trên 5,"Lộc Thọ, Nha Trang, Việt Nam","6,9","9,0","8,0",,,"7,0",
202,7_22,"Căn hộ 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Angela Serviced Apartment (near Airport Cam Ranh))",5 sao trên 5,"The Arena Cam Ranh, Cam Nghia, Cam Ranh, Khanh Hoa, Viet Nam, Cam Hải Đông, Nha Trang, Việt Nam, 650000","8,6","9,0","9,0","8,0","8,0","9,0",
203,7_23,"Căn hộ 42 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Studio Balcony Sea View)",4 sao trên 5,"Lộc Thọ, Nha Trang, Việt Nam","2,0","2,0","2,0",,,"2,0",
204,7_24,"Chung cư 35 m² 2 phòng ngủ, 1 phòng tắm riêng ở Phước Long (Hung Thanh Luxury Apartment)",4 sao trên 5,"Phước Long, Nha Trang, Việt Nam",No information,,,,,,
205,7_25,"Căn hộ 1000 m² 14 phòng ngủ, 14 phòng tắm riêng ở Suối Hải (Motel An Bình _ homestay)",No information,"Cam Đức, Nha Trang, Việt Nam",10,"10,0","10,0","10,0","10,0","10,0",
206,7_26,Khu Nghỉ Dưỡng Radisson Blu Vịnh Cam Ranh (Radisson Blu Resort Cam Ranh),5 sao trên 5,"D12 ABC Đại lộ Nguyễn Tất Thành, Cam Hải Đông, Cam Ranh, Cam Hải Đông, Nha Trang, Việt Nam, 65000","8,8","8,7","9,1","9,1","8,9","9,2",
207,7_27,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hải (Luxury apartment with sea view)",5 sao trên 5,"Vĩnh Hải, Nha Trang, Việt Nam","7,0","6,0","6,5",,,"7,6",
208,7_28,"Chung cư 50 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Family Sea View + Free Pool at Panorama Nha Trang )",5 sao trên 5,"Lộc Thọ, Nha Trang, Việt Nam","6,9","9,0","8,0",,,"7,0",
209,7_29,"Căn hộ 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Angela Serviced Apartment (near Airport Cam Ranh))",5 sao trên 5,"The Arena Cam Ranh, Cam Nghia, Cam Ranh, Khanh Hoa, Viet Nam, Cam Hải Đông, Nha Trang, Việt Nam, 650000","8,6","9,0","9,0","8,0","8,0","9,0",
210,7_30,"Nhà riêng 68 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Cozy Sea View - Family 2 Bedroom)",No information,"Vĩnh Phước, Nha Trang, Việt Nam",No information,,,,,,
211,8_1,"Biệt thự 300 m² 2 phòng ngủ, 2 phòng tắm riêng ở Lộc Thọ (Rooftop pool villa by the bay)",4.5 sao trên 5,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
212,8_2,"Biệt thự 29 m² 1 phòng ngủ, 1 phòng tắm riêng ở Cam Hải Đông (Mountains View- H2B Homestay)",4.5 sao trên 5,"Cam Hải Đông, Nha Trang, Việt Nam",No information,,,,,,
213,8_3,Căn hộ studio 37 m² có 0 phòng tắm riêng ở Lộc Thọ (Panorama Nha Trang With Pretty View),5 sao trên 5,"Lộc Thọ, Nha Trang, Việt Nam","2,0","2,0","2,0","2,0","2,0","2,0",
214,8_4,"Căn hộ 42 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Studio Balcony Sea View)",5 sao trên 5,"Lộc Thọ, Nha Trang, Việt Nam","2,0","2,0","2,0",,,"2,0",
215,8_5,"Chung cư 35 m² 2 phòng ngủ, 1 phòng tắm riêng ở Phước Long (Hung Thanh Luxury Apartment)",4 sao trên 5,"Phước Long, Nha Trang, Việt Nam",No information,,,,,,
216,8_6,"Căn hộ 1000 m² 14 phòng ngủ, 14 phòng tắm riêng ở Suối Hải (Motel An Bình _ homestay)",No information,"Cam Đức, Nha Trang, Việt Nam",10,"10,0","10,0","10,0","10,0","10,0",
217,8_7,Khu Nghỉ Dưỡng Radisson Blu Vịnh Cam Ranh (Radisson Blu Resort Cam Ranh),5 sao trên 5,"D12 ABC Đại lộ Nguyễn Tất Thành, Cam Hải Đông, Cam Ranh, Cam Hải Đông, Nha Trang, Việt Nam, 65000","8,8","8,7","9,1","9,1","8,9","9,2",
218,8_8,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hải (Luxury apartment with sea view)",5 sao trên 5,"Vĩnh Hải, Nha Trang, Việt Nam","7,0","6,0","6,5",,,"7,6",
219,8_9,"Chung cư 50 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Family Sea View + Free Pool at Panorama Nha Trang )",5 sao trên 5,"Lộc Thọ, Nha Trang, Việt Nam","6,9","9,0","8,0",,,"7,0",
220,8_10,"Căn hộ 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Angela Serviced Apartment (near Airport Cam Ranh))",5 sao trên 5,"The Arena Cam Ranh, Cam Nghia, Cam Ranh, Khanh Hoa, Viet Nam, Cam Hải Đông, Nha Trang, Việt Nam, 650000","8,6","9,0","9,0","8,0","8,0","9,0",
221,8_11,"Nhà riêng 68 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Cozy Sea View - Family 2 Bedroom)",No information,"Vĩnh Phước, Nha Trang, Việt Nam",No information,,,,,,
222,8_12,"Biệt thự 300 m² 2 phòng ngủ, 2 phòng tắm riêng ở Lộc Thọ (Rooftop pool villa by the bay)",4.5 sao trên 5,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
223,8_13,"Biệt thự 29 m² 1 phòng ngủ, 1 phòng tắm riêng ở Cam Hải Đông (Mountains View- H2B Homestay)",4.5 sao trên 5,"Cam Hải Đông, Nha Trang, Việt Nam",No information,,,,,,
224,8_14,Căn hộ studio 37 m² có 0 phòng tắm riêng ở Lộc Thọ (Panorama Nha Trang With Pretty View),4.5 sao trên 5,"Lộc Thọ, Nha Trang, Việt Nam","2,0","2,0","2,0","2,0","2,0","2,0",
225,8_15,Khách sạn Nhi Phi (Nhi Phi Hotel Nha Trang),3.5 sao trên 5,"10 Biệt Thự, Lộc Thọ, Nha Trang, Việt Nam","7,9","8,6","7,8","7,8","7,4","8,0","7,9"
226,8_16,"Nhà riêng 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Amazing Suite Ocean View w/ Balcony, Gym, Pool )",4.5 sao trên 5,"Lộc Thọ, Nha Trang, Việt Nam",10,"10,0","10,0",,,"10,0",
227,8_17,December Hotel,5 sao trên 5,"Nguyen Thien Thuat, Lộc Thọ, Nha Trang, Việt Nam, 650000","9,2","9,0","9,6","9,5","9,3","9,5",
228,8_18,"Căn hộ 774 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Two Bedroom Apartment Partial Sea)",5 sao trên 5,"Vĩnh Phước, Nha Trang, Việt Nam","8,4","8,5","8,0","9,0","8,5","8,0",
229,8_19,"Nhà riêng 60 m² 2 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hải (Home Auntie 8)",5 sao trên 5,"86 Đường Bắc Sơn, Vĩnh Hải, Nha Trang, Việt Nam, 650000",10,"10,0","10,0","10,0","10,0","10,0","10,0"
230,8_20,Muong Thanh Nha Trang Hotel & Apartment,5 sao trên 5,"Tòa nhà OC1A, Mường Thanh Viễn Triều, 03 Phạm Văn Đồng Street, Vĩnh Phước, Nha Trang, Việt Nam, 650000",10,"10,0","10,0","10,0","10,0","10,0",
231,8_21,Western Seaview (The Arena Cam Ranh),4 sao trên 5,"Nguyễn Tất Th&#224;nh, Cam Hải Đông, Nha Trang, Việt Nam, 65000","7,3","7,9","7,8","6,5","6,5","7,1",
232,8_22,"Căn hộ 100 m² 1 phòng ngủ, 2 phòng tắm riêng ở Biển Bãi Dài (Wellcome to Cuong's homey apartment!!)",5 sao trên 5,"Cam Hải Đông, Nha Trang, Việt Nam",No information,,,,,,
233,8_23,"Căn hộ 40 m² 1 phòng ngủ, 1 phòng tắm riêng ở Xương Huân (PrivateRoom#Kitchen#WashingMachine#Iron#Fridge#AC)",3.5 sao trên 5,"Xương Huân, Nha Trang, Việt Nam",No information,,,,,,
234,8_24,"Biệt thự 200 m² 5 phòng ngủ, 5 phòng tắm riêng ở Phước Long (Cosiana Villa Nha Trang)",5 sao trên 5,"Phước Long, Nha Trang, Việt Nam",No information,,,,,,
